project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,remarks
2011183,TE07_AD01_CamB_2026_D2_MC,TE07-AD01,-76.58805847,36.13465118,2026-05-19 00:00:00,2026-06-17 00:00:00,None,,None,,2181388,Browning Recon Force HP5 ,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TO13_AD01_CamB_2026_D1_MC,TO13-AD01,-76.58172607,36.13502884,2026-04-01 00:00:00,2026-05-19 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,motion capture only
2011183,TE13_AD01_CamB_2026_D1_MC,TE13-AD01,-76.58250427,36.13572693,2026-04-01 00:00:00,2026-05-19 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,TE12_AD01_CamB_2026_D2_MC,TE12-AD01,-76.5975647,36.16421127,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,RE04_CT07_2026_D1,RE04_CT07,-76.53468,36.14389,2026-04-02 00:00:00,2026-05-23 00:00:00,None,NA,None,NA,2181393,Browning Strike Force Pro,0,Camera Functioning,Knee height,NA,Parallel,NA,,,,Timbermill_Camera_Traps_2026,,,,,,
2011183,RE06_CT02_2026_D1,RE06-CT02,-76.503,36.14412,2026-04-12 00:00:00,2026-05-06 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,0,Timbermill_Camera_Traps_2026,,,,,,No distance recorded
2011183,IF08_AD01_CamB_2026_D3_MC,IF08_AD01,-76.56243,36.13166,2026-05-13 00:00:00,2026-07-08 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,bad angle
2011183,TO04_CT05_2026_D1,TO04-CT04,-76.58525,36.16274,2026-06-26 00:00:00,2026-07-08 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,24,Timbermill_Camera_Traps_2026,,,,,,Accidentally moved early. Maybe we shouldn't use this in the final dataset
2011183,RE05_AD01_CamB_2026_D3_MC,TE05-AD01,-76.58969116,36.14929581,2026-06-25 00:00:00,2026-07-03 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Wildlife Damage,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,Flipped by bear 
2011183,RE06_CT06_2026_D1,RE06-CT06,-76.50368,36.14436,2026-05-06 00:00:00,2026-06-25 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,9,Timbermill_Camera_Traps_2026,,,,,,Dates and times wrong
2011183,TO08_AD01_CamB_2026_D3_TL,TO08_AD01,-76.59966,36.15628,2026-06-18 00:00:00,2026-07-14 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,TO03_CT03_2026_D1,TO03_CT03,-76.59763,36.14901,2026-05-19 00:00:00,2026-06-17 00:00:00,None,NA,None,NA,2181388,Browning Recon Force HP5 ,0,Camera Functioning,Knee height,NA,Parallel,NA,,,,Timbermill_Camera_Traps_2026,,,,,,
2011183,RE06_CT04_2026_D1,RE06-CT04,-76.50217,36.14412,2026-05-06 00:00:00,2026-05-14 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Unknown Failure,Knee height,,Parallel,,,,,Timbermill_Camera_Traps_2026,,,,,,
2011183,RE02_AD01_CamA_2026_D2_MC,RE02_AD01,-76.52989,36.14847,2026-05-06 00:00:00,2026-05-26 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Hardware Failure,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,IF05_AD01_CamA_2026_D1_MC,IF05_AD01,-76.51158,36.15394,2026-03-28 00:00:00,2026-05-06 00:00:00,None,NA,None,NA,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,NA,Pointed Downward,NA,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,TE04_AD01_CamB_2026_D1_MC,TE04-AD01,-76.58351898,36.16321564,2026-04-01 00:00:00,2026-05-07 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,TO12_AD01_CamB_2026_D1_MC,TO12-AD01,-76.59700775,36.16479492,2026-04-02 00:00:00,2026-05-07 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,motion capture only
2011183,TO11_AD01_CamB_2026_D1_MC,TO11-AD01,-76.58255768,36.15662384,2026-04-01 00:00:00,2026-05-07 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,TO07_AD01_CamB_2026_D1_MC,TO07-AD01,-76.58794403,36.13534927,2026-04-01 00:00:00,2026-05-07 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,TO09_AD01_Cam1_2026_D3_MC,TO09_AD01,-76.59293,36.13536,2026-06-17 00:00:00,2026-07-03 00:00:00,None,,None,,2188084,Reconyx Hyperfire PC500,0,Camera Hardware Failure,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TE16_CT02_2026_D1,TE16-CT02,-76.59032,36.16253,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,6,Timbermill_Camera_Traps_2026,,,,,,
2011183,IF08_AD01_CamB_2026_D1_MC,IF08_AD01,-76.56243,36.13166,2026-03-27 00:00:00,2026-05-13 00:00:00,None,NA,None,NA,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,NA,Pointed Downward,NA,,,,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,TO12_AD01_CamA_2026_D2_MC,TO12-AD01,-76.59700775,36.16479492,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TO06_CT05_2026_D1,TO06-CT05,-76.58215,36.15039,2026-06-01 00:00:00,2026-08-21 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,3,Timbermill_Camera_Traps_2026,,,,,,
2011183,TO04_AD01_CamA_2026_D3_MC,TO04-AD01,-76.58500671,36.16300201,2026-06-03 00:00:00,2026-07-30 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,IF01_AD01_CamA_2026_D2_TL,IF01_AD01,-76.54704,36.13051,2026-05-06 00:00:00,2026-06-01 00:00:00,None,,None,,2181108,Reconyx Hyperfire HC500,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,TE01_AD01_CamA_2026_D2_TL,TE01_AD01,-76.60043,36.14489,2026-05-23 00:00:00,2026-06-17 00:00:00,None,,None,,2181108,Reconyx Hyperfire HC500,0,Camera Functioning,Knee height,,Pointed Downward,,,,0,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,TO08_CT02_2026_D1,TO08-CT02,-76.59855,36.15657,2026-04-02 00:00:00,2026-05-23 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,24,Timbermill_Camera_Traps_2026,,,,,,
2011183,TE07_CT02_2026_D1,TE07-CT02,-76.58729,36.13593,2026-05-07 00:00:00,2026-06-17 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Chest height,,Parallel,,,,,Timbermill_Camera_Traps_2026,,,,,,
2011183,TE09_AD01_CamA_2026_D3_MC,TE09_AD01,-76.59286,36.13631,2026-06-17 00:00:00,2026-06-26 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Wildlife Damage,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,Flipped by bear
2011183,TE05_AD01_CamA_2026_D3_MC,TE05-AD01,-76.58969116,36.14929581,2026-06-02 00:00:00,2026-07-07 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,2,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TE11_CT01_2026_D1,TE11-CT01,-76.58155,36.15723,2026-04-01 00:00:00,2026-05-07 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,0,Timbermill_Camera_Traps_2026,,,,,,No distance recorded
2011183,RE03_CT07_2026_D1,RE03-CT07,-76.53205,36.13638,2026-06-01 00:00:00,2026-07-28 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,9,Timbermill_Camera_Traps_2026,,,,,,
2011183,TE14_AD01_CamB_2026_D2_MC,TE14_AD01,-76.58186,36.14515,2026-05-23 00:00:00,2026-07-08 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,Bad angle
2011183,TO15_AD01_CamB_2026_D3_MC,TO15_AD01,-76.61639,36.15133,2026-06-18 00:00:00,2026-07-27 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TE11_CT02_2026_D1,TE11-CT02,-76.58158,36.15638,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,15,Timbermill_Camera_Traps_2026,,,,,,
2011183,RE06_CT01_2026_D1,RE06-CT01,-76.50385,36.14429,2026-07-14 00:00:00,2026-08-21 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,12,Timbermill_Camera_Traps_2026,,,,,,
2011183,RE01_CT10_2026_D1,RE01-CT10,-76.49390411,36.14631271,2026-05-06 00:00:00,2026-06-16 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,12,Timbermill_Camera_Traps_2026,,,,,,
2011183,IF02_CT01_2026_D1,IF02-CT01,-76.52563477,36.16399765,2026-05-06 00:00:00,2026-06-16 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,12,Timbermill_Camera_Traps_2026,,,,,,
2011183,TE01_AD01_CamB_2026_D3_MC,TE01_AD01,-76.60043,36.14489,2026-06-17 00:00:00,2026-07-28 00:00:00,None,,None,,2188084,Reconyx Hyperfire PC500,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TO15_CT02_2026_D1,TO15-CT02,-76.61579,36.15107,2026-06-18 00:00:00,2026-07-27 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,24,Timbermill_Camera_Traps_2026,,,,,,
2011183,TO10_AD01_CamB_2026_D2_MC,TO10_AD01,-76.60828,36.15252,2026-05-07 00:00:00,2026-06-18 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,IF07_AD01_CamB_2026_D2_MC,IF07_AD01,-76.56274,36.14658,2026-05-13 00:00:00,2026-06-26 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TO08_AD01_CamB_2026_D1_MC,TO08-AD01,-76.59965515,36.15628052,2026-04-02 00:00:00,2026-05-19 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TO10_AD01_CamA_2026_D2_MC,TO10_AD01,-76.60828,36.15252,2026-05-13 00:00:00,2026-06-18 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,RE03_AD01_CamB_2026_D3_MC,RE03_AD01,-76.53149,36.1369,2026-05-06 00:00:00,2026-05-31 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Unknown Failure,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TE05_AD01_CamB_2026_D1_MC,TE05-AD01,-76.58969116,36.14929581,2026-04-02 00:00:00,2026-05-07 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,"No timelapse
"
2011183,TE11_AD01_CamA_2026_D2_TL,TE11-AD01,-76.5831604,36.15631866,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2181108,Reconyx Hyperfire HC500,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,TO05_AD01_Camb_2026_D4_MC,TO05-AD01,-76.5892868,36.14854813,2026-06-18 00:00:00,2026-07-10 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Wildlife Damage,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,RE04_CT04_2026_D2,RE04-CT04,-76.53545,36.14462,2026-06-17 00:00:00,2026-07-09 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,18,Timbermill_Camera_Traps_2026,,,,,,Date and time were initially wrong. Updated manually 
2011183,TE12_CT02_2026_D1,TE12-CT02,-76.59592,36.16511,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,21,Timbermill_Camera_Traps_2026,,,,,,
2011183,TO14_AD01_CamA_2026_D4_MC,TO14_AD01,-76.58107,36.14517,2026-07-08 00:00:00,2026-07-30 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,IF01_CT03_2026_D1,IF01-CT03,-76.54702759,36.13045502,2026-03-28 00:00:00,2026-05-06 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,,Timbermill_Camera_Traps_2026,,,,,,No distance recorded
2011183,TE02_AD01_CamB_2026_D3_MC,TE02_AD01,-76.60591,36.1469,2026-05-19 00:00:00,2026-05-20 00:00:00,None,,None,,2181388,Browning Recon Force HP5 ,0,Wildlife Damage,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,Camera flipped by a bear the day it was deployed. Internal times are wrong. Edited manually 
2011183,TE14_CT02_2026_D1,TE14-CT02,-76.58162,36.14475,2026-07-08 00:00:00,2026-08-21 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,21,Timbermill_Camera_Traps_2026,,,,,,
2011183,TO06_AD01_CamA_2026_D4_MC,TO06-AD01,-76.58169556,36.1496048,2026-07-08 00:00:00,2026-07-30 00:00:00,None,,None,,2181388,Browning Recon Force HP5 ,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,Date and time are wrong. Most TL pics are blank
2011183,TE10_AD01_CamB_2026_D3_TL,TE10_AD01,-76.60902,36.15204,2026-06-18 00:00:00,2026-07-27 00:00:00,None,,None,,2188084,Reconyx Hyperfire PC500,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,TO04_AD01_CamB_2026_D2_MC,TO04-AD01,-76.58500671,36.16300201,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2181108,Reconyx Hyperfire HC500,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_Disrupted_Deployments,Deployments that were removed from the main Timbermill project due to issues with sensor malfunctions or wildlife damage,,,,,Time is wrong. Can't fix without reference photos 
2011183,TO05_CT05_2026_D1,TO05-CT05,-76.5898,36.14922,2026-04-02 00:00:00,2026-05-07 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,0,Timbermill_Camera_Traps_2026,,,,,,No distance recorded
2011183,TE01_AD01_CamB_2026_D1_MC,TE01_AD01,-76.60043,36.14489,2026-04-10 00:00:00,2026-05-23 00:00:00,None,NA,None,NA,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,NA,Pointed Downward,NA,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,TO03_AD01_CamA_2026_D1_MC,TO03-AD01,-76.59822083,36.14921951,2026-04-10 00:00:00,2026-05-19 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,motion capture
2011183,TE16_AD01_CamB_2026_D1_MC,TE16-AD01,-76.59059906,36.16350937,2026-04-02 00:00:00,2026-05-07 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,TO01_AD01_CamB_2026_D3_MC,TO01-AD01,-76.60003662,36.14388657,2026-06-17 00:00:00,2026-07-27 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TO04_CT01_2026_D1,TO04-CT01,-76.58403,36.16372,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Unknown Failure,Knee height,,Parallel,,,,24,Timbermill_Camera_Traps_2026,,,,,,
2011183,IF02_AD01_CamB_2026_D2_MC,IF02_AD01,-76.52563,36.16337,2026-05-06 00:00:00,2026-06-16 00:00:00,None,,None,,2181388,Browning Recon Force HP5 ,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TE14_CT03_2026_D1,TE14-CT03,-76.58188,36.14528,2026-05-23 00:00:00,2026-07-08 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,18,Timbermill_Camera_Traps_2026,,,,,,
2011183,TO04_AD01_CamA_2026_D2_TL,TO04-AD01,-76.58500671,36.16300201,2026-05-07 00:00:00,2026-06-02 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,RE01_CT04_2026_D1,RE01-CT04,-76.49330902,36.14593124,2026-04-12 00:00:00,2026-05-06 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,0,Timbermill_Camera_Traps_2026,,,,,,No distance recorded
2011183,TE04_CT04_2026_D1,TE04-CT04,-76.58548,36.16298,2026-04-01 00:00:00,2026-05-07 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Parallel,,,,,Timbermill_Camera_Traps_2026,,,,,,No distance recorded
2011183,TO07_AD01_CamA_2026_D3_TL,TO07-AD01,-76.58794403,36.13534927,2026-06-02 00:00:00,2026-07-30 00:00:00,None,,None,,2181387,Reconyx Hyperfire PC800,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,TE15_AD01_CamB_2026_D4_MC,TE15-AD01,-76.61750793,36.15167236,2026-06-18 00:00:00,2026-07-27 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,TE15_AD01_CamA_2026_D3_TL,TE15_AD01,-76.61751,36.15167,2026-04-22 00:00:00,2026-06-18 00:00:00,None,,None,,2099588,Reconyx HC500 Hyperfire,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,RE06_AD01_CamB_2026_D1_MC,RE06_AD01,-76.50294,36.14434,2026-04-12 00:00:00,2026-05-06 00:00:00,None,NA,None,NA,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,NA,Pointed Downward,NA,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,No timelapse
2011183,RE05_CT02_2026_D1,RE05-CT02,-76.51765,36.14217,2026-05-06 00:00:00,2026-06-06 00:00:00,None,,None,,2181108,Reconyx Hyperfire HC500,0,Camera Hardware Failure,Knee height,,Parallel,,,,6,Timbermill_Camera_Traps_2026,,,,,,
2011183,IF04_CT02_2026_D1,IF04-CT02,-76.51585388,36.16268539,2026-05-06 00:00:00,2026-06-01 00:00:00,None,,None,,2181096,Browning Defender Pro Scout Max Extreme HD,0,Camera Functioning,Knee height,,Parallel,,,,,Timbermill_Camera_Traps_2026,,,,,,
2011183,IF07_AD01_CamA_2026_D1_MC,IF07_AD01,-76.56274,36.14658,2026-03-27 00:00:00,2026-05-13 00:00:00,None,NA,None,NA,2181108,Reconyx Hyperfire HC500,0,Camera Functioning,Knee height,NA,Pointed Downward,NA,,,1,Timbermill_AHDriFT_2026_MC,,,,,,1-minute timelapse
2011183,TE10_AD01_CamB_2026_D2_MC,TE10_AD01,-76.60902,36.15204,2026-05-13 00:00:00,2026-06-18 00:00:00,None,,None,,2181388,Browning Recon Force HP5 ,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,IF01_AD01_CamB_2026_D2_TL,IF01_AD01,-76.54704,36.13051,2026-05-06 00:00:00,2026-06-01 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_TL,,,,,,
2011183,TE13_AD01_CamB_2026_D3_MC,TE13-AD01,-76.58250427,36.13572693,2026-06-17 00:00:00,2026-07-28 00:00:00,None,,None,,2181097,Browning Recon Force HP5,0,Camera Functioning,Knee height,,Pointed Downward,,,,,Timbermill_AHDriFT_2026_MC,,,,,,
2011183,RE08_AD01_CamB_2026_D2_MC,RE08_AD01,-76.49445,36.15331,2026-05-07 00:00:00,2026-06-25 00:00:00,None,,None,,2181388,Browning Recon Force HP5 ,0,Camera Functioning,Knee height,,Pointed Downward,,,,0.5,Timbermill_AHDriFT_2026_MC,,,,,,
